X1,fila,ID
1:,1,1
2:,549,2
3:,695,3
4:,2708,4
5:,2851,5
6:,3992,6
7:,5012,7
8:,5106,8
9:,20017,9
10:,20113,10
11:,20363,11
12:,20562,12
13:,21109,13
14:,21235,14
15:,21354,15
16:,21645,16
17:,24345,17
18:,31454,18
19:,42177,19
20:,42717,20
21:,42834,21
22:,43053,22
23:,43257,23
24:,43873,24
25:,45207,25
26:,46415,26
27:,52277,27
28:,52551,28
29:,92304,29
30:,92828,30
31:,211242,31
32:,211464,32
33:,213319,33
34:,220210,34
35:,220319,35
36:,221159,36
37:,222099,37
38:,222381,38
39:,223184,39
40:,223937,40
41:,224429,41
42:,224523,42
43:,224652,43
44:,224758,44
45:,233260,45
46:,235880,46
47:,242439,47
48:,244790,48
49:,248382,49
50:,248614,50
51:,248943,51
52:,249034,52
53:,254182,53
54:,254297,54
55:,254457,55
56:,256864,56
57:,258698,57
58:,262261,58
59:,279667,59
60:,279872,60
61:,280168,61
62:,280316,62
63:,280607,63
64:,280792,64
65:,280888,65
66:,281147,66
67:,281314,67
68:,281604,68
69:,283821,69
70:,283938,70
71:,284282,71
72:,285844,72
73:,286024,73
74:,286772,74
75:,287161,75
76:,287381,76
77:,290336,77
78:,303935,78
79:,308786,79
80:,312184,80
81:,312459,81
82:,313709,82
83:,313829,83
84:,332554,84
85:,335307,85
86:,335574,86
87:,335751,87
88:,335869,88
89:,336848,89
90:,337727,90
91:,338353,91
92:,338921,92
93:,339083,93
94:,339258,94
95:,339601,95
96:,340537,96
97:,341026,97
98:,352535,98
99:,352666,99
100:,352793,100
101:,352872,101
102:,353203,102
103:,353534,103
104:,353744,104
105:,357245,105
106:,357438,106
107:,358379,107
108:,359209,108
109:,378228,109
110:,378774,110
111:,380934,111
112:,411062,112
113:,411302,113
114:,412696,114
115:,413125,115
116:,413792,116
117:,414919,117
118:,415901,118
119:,435142,119
120:,435239,120
121:,435579,121
122:,435679,122
123:,439062,123
124:,439339,124
125:,439509,125
126:,441239,126
127:,442424,127
128:,445439,128
129:,445857,129
130:,446614,130
131:,446701,131
132:,447407,132
133:,448238,133
134:,450802,134
135:,450902,135
136:,451287,136
137:,451408,137
138:,451613,138
139:,457621,139
140:,457718,140
141:,457838,141
142:,457965,142
143:,458292,143
144:,496655,144
145:,496945,145
146:,497401,146
147:,497768,147
148:,497900,148
149:,520095,149
150:,520158,150
151:,520424,151
152:,520601,152
153:,529764,153
154:,530086,154
155:,530245,155
156:,531226,156
157:,539406,157
158:,540112,158
159:,540487,159
160:,540652,160
161:,541552,161
162:,542202,162
163:,542677,163
164:,542871,164
165:,543524,165
166:,548113,166
167:,557549,167
168:,566701,168
169:,568055,169
170:,568391,170
171:,568607,171
172:,574798,172
173:,575121,173
174:,577358,174
175:,577550,175
176:,668001,176
177:,668212,177
178:,668454,178
179:,670386,179
180:,670673,180
181:,673092,181
182:,676651,182
183:,676886,183
184:,677050,184
185:,677450,185
186:,679748,186
187:,680040,187
188:,700090,188
189:,702640,189
190:,716778,190
191:,716883,191
192:,815604,192
193:,815880,193
194:,816002,194
195:,816649,195
196:,816835,196
197:,816990,197
198:,898251,198
199:,898446,199
200:,933956,200
201:,934086,201
202:,936811,202
203:,937194,203
204:,937291,204
205:,937522,205
206:,938036,206
207:,939133,207
208:,939392,208
209:,941589,209
210:,945963,210
211:,946651,211
212:,947306,212
213:,948197,213
214:,951680,214
215:,951805,215
216:,957623,216
217:,966519,217
218:,966945,218
219:,967061,219
220:,967173,220
221:,967395,221
222:,967557,222
223:,967657,223
224:,991783,224
225:,992870,225
226:,1000266,226
227:,1000456,227
228:,1001787,228
229:,1001883,229
230:,1002536,230
231:,1002663,231
232:,1003432,232
233:,1008409,233
234:,1008828,234
235:,1008926,235
236:,1009369,236
237:,1009495,237
238:,1009844,238
239:,1012180,239
240:,1014371,240
241:,1019556,241
242:,1062679,242
243:,1065055,243
244:,1065175,244
245:,1065281,245
246:,1065373,246
247:,1065805,247
248:,1066459,248
249:,1072621,249
250:,1072819,250
251:,1073593,251
252:,1074798,252
253:,1099186,253
254:,1104237,254
255:,1104428,255
256:,1109015,256
257:,1121280,257
258:,1148638,258
259:,1148803,259
260:,1149680,260
261:,1149886,261
262:,1150413,262
263:,1154792,263
264:,1155693,264
265:,1155828,265
266:,1156137,266
267:,1156264,267
268:,1157427,268
269:,1162973,269
270:,1184441,270
271:,1220873,271
272:,1221352,272
273:,1221415,273
274:,1253443,274
275:,1254218,275
276:,1264822,276
277:,1264938,277
278:,1265096,278
279:,1265180,279
280:,1265918,280
281:,1266458,281
282:,1269676,282
283:,1270070,283
284:,1276447,284
285:,1276545,285
286:,1290554,286
287:,1290746,287
288:,1290997,288
289:,1292146,289
290:,1296559,290
291:,1344211,291
292:,1344320,292
293:,1344855,293
294:,1345264,294
295:,1345727,295
296:,1374682,296
297:,1374799,297
298:,1376756,298
299:,1377212,299
300:,1454157,300
301:,1454270,301
302:,1454446,302
303:,1455326,303
304:,1455552,304
305:,1458980,305
306:,1471801,306
307:,1471999,307
308:,1472122,308
309:,1472323,309
310:,1472777,310
311:,1473223,311
312:,1498059,312
313:,1563537,313
314:,1663350,314
315:,1663865,315
316:,1663975,316
317:,1666496,317
318:,1666591,318
319:,1666687,319
320:,1666807,320
321:,1666932,321
322:,1667077,322
323:,1667976,323
324:,1668689,324
325:,1669081,325
326:,1670203,326
327:,1670369,327
328:,1670548,328
329:,1670746,329
330:,1737013,330
331:,1764052,331
332:,1811220,332
333:,1811370,333
334:,1811764,334
335:,1851640,335
336:,1851790,336
337:,1851990,337
338:,1854284,338
339:,1855687,339
340:,1856241,340
341:,1856420,341
342:,1858283,342
343:,1859642,343
344:,1859735,344
345:,1862340,345
346:,1866516,346
347:,1867002,347
348:,1867111,348
349:,1879851,349
350:,1880435,350
351:,1881587,351
352:,1881717,352
353:,1881837,353
354:,1902298,354
355:,1902441,355
356:,1902592,356
357:,1904463,357
358:,1981778,358
359:,1984787,359
360:,1989368,360
361:,1991600,361
362:,2027450,362
363:,2031387,363
364:,2033031,364
365:,2033155,365
366:,2033416,366
367:,2033767,367
368:,2046205,368
369:,2047601,369
370:,2048564,370
371:,2049049,371
372:,2051054,372
373:,2051203,373
374:,2051289,374
375:,2051533,375
376:,2053598,376
377:,2053792,377
378:,2053905,378
379:,2062091,379
380:,2062250,380
381:,2062780,381
382:,2069441,382
383:,2069600,383
384:,2069824,384
385:,2071263,385
386:,2080632,386
387:,2082102,387
388:,2082691,388
389:,2082909,389
390:,2083301,390
391:,2088544,391
392:,2089117,392
393:,2089178,393
394:,2101072,394
395:,2102690,395
396:,2104513,396
397:,2104718,397
398:,2105467,398
399:,2109033,399
400:,2109159,400
401:,2112853,401
402:,2116100,402
403:,2116223,403
404:,2116664,404
405:,2117123,405
406:,2124245,406
407:,2172863,407
408:,2173083,408
409:,2175905,409
410:,2176353,410
411:,2177363,411
412:,2177567,412
413:,2177888,413
414:,2207798,414
415:,2209227,415
416:,2209354,416
417:,2220611,417
418:,2222077,418
419:,2224139,419
420:,2224741,420
421:,2229237,421
422:,2230225,422
423:,2235724,423
424:,2236021,424
425:,2250142,425
426:,2254675,426
427:,2258893,427
428:,2261575,428
429:,2261691,429
430:,2262911,430
431:,2264458,431
432:,2267908,432
433:,2270623,433
434:,2280667,434
435:,2280806,435
436:,2281150,436
437:,2284636,437
438:,2284802,438
439:,2288515,439
440:,2289204,440
441:,2289312,441
442:,2289653,442
443:,2314946,443
444:,2351462,444
445:,2351553,445
446:,2359088,446
447:,2359808,447
448:,2359900,448
449:,2360090,449
450:,2360181,450
451:,2360319,451
452:,2361432,452
453:,2363863,453
454:,2364290,454
455:,2366124,455
456:,2366909,456
457:,2369360,457
458:,2486123,458
459:,2486479,459
460:,2493751,460
461:,2494096,461
462:,2494641,462
463:,2495420,463
464:,2497707,464
465:,2497790,465
466:,2497891,466
467:,2498254,467
468:,2499310,468
469:,2559726,469
470:,2559832,470
471:,2560412,471
472:,2564913,472
473:,2565429,473
474:,2589032,474
475:,2592068,475
476:,2593110,476
477:,2595138,477
478:,2597380,478
479:,2597812,479
480:,2599585,480
481:,2599945,481
482:,2600322,482
483:,2656827,483
484:,2746838,484
485:,2747071,485
486:,2748398,486
487:,2752299,487
488:,2752577,488
489:,2755825,489
490:,2760652,490
491:,2761526,491
492:,2761815,492
493:,2763539,493
494:,2763646,494
495:,2791248,495
496:,2791788,496
497:,2792024,497
498:,2792600,498
499:,2792883,499
500:,2798672,500
501:,2799205,501
502:,2814385,502
503:,2815963,503
504:,2816215,504
505:,2818559,505
506:,2820935,506
507:,2821093,507
508:,2822403,508
509:,2822598,509
510:,2822785,510
511:,2822970,511
512:,2824684,512
513:,2824982,513
514:,2825407,514
515:,2826275,515
516:,2826408,516
517:,2846590,517
518:,2853158,518
519:,2855427,519
520:,2855769,520
521:,2855945,521
522:,2856078,522
523:,2856399,523
524:,2856694,524
525:,2862831,525
526:,2862977,526
527:,2863559,527
528:,2863831,528
529:,2892286,529
530:,2892776,530
531:,2892933,531
532:,2893340,532
533:,2894398,533
534:,2900314,534
535:,2905632,535
536:,2911743,536
537:,2912160,537
538:,2912348,538
539:,2912551,539
540:,2912780,540
541:,2912943,541
542:,2913048,542
543:,2913220,543
544:,2914430,544
545:,2914584,545
546:,2914923,546
547:,2915080,547
548:,2915680,548
549:,2923420,549
550:,2923493,550
551:,2957291,551
552:,2972114,552
553:,2972845,553
554:,2973445,554
555:,2979336,555
556:,2980387,556
557:,2981017,557
558:,2981191,558
559:,2981769,559
560:,2981885,560
561:,2983592,561
562:,2986393,562
563:,2986480,563
564:,2997327,564
565:,3008153,565
566:,3008286,566
567:,3008938,567
568:,3009119,568
569:,3009304,569
570:,3013655,570
571:,3013918,571
572:,3168751,572
573:,3169312,573
574:,3169517,574
575:,3169626,575
576:,3171749,576
577:,3172397,577
578:,3174492,578
579:,3174727,579
580:,3176775,580
581:,3185041,581
582:,3185126,582
583:,3187340,583
584:,3187496,584
585:,3188505,585
586:,3190489,586
587:,3192826,587
588:,3193355,588
589:,3195409,589
590:,3196009,590
591:,3196187,591
592:,3196702,592
593:,3196840,593
594:,3196933,594
595:,3197228,595
596:,3198851,596
597:,3200013,597
598:,3200230,598
599:,3200478,599
600:,3210225,600
601:,3213136,601
602:,3213543,602
603:,3214736,603
604:,3215138,604
605:,3215254,605
606:,3215493,606
607:,3216338,607
608:,3316587,608
609:,3316656,609
610:,3317427,610
611:,3317532,611
612:,3317679,612
613:,3317934,613
614:,3318515,614
615:,3318658,615
616:,3332447,616
617:,3332562,617
618:,3333358,618
619:,3333720,619
620:,3333987,620
621:,3334658,621
622:,3343211,622
623:,3343559,623
624:,3343799,624
625:,3344894,625
626:,3345491,626
627:,3345789,627
628:,3345888,628
629:,3346553,629
630:,3358370,630
631:,3358616,631
632:,3366916,632
633:,3367645,633
634:,3368067,634
635:,3369600,635
636:,3369742,636
637:,3383462,637
638:,3384159,638
639:,3388325,639
640:,3388517,640
641:,3388955,641
642:,3390155,642
643:,3391392,643
644:,3394673,644
645:,3394976,645
646:,3403662,646
647:,3407698,647
648:,3408390,648
649:,3408561,649
650:,3408642,650
651:,3409082,651
652:,3409227,652
653:,3414357,653
654:,3414494,654
655:,3414580,655
656:,3415398,656
657:,3415518,657
658:,3417449,658
659:,3461451,659
660:,3464441,660
661:,3485243,661
662:,3488685,662
663:,3500095,663
664:,3500907,664
665:,3501265,665
666:,3501473,666
667:,3501825,667
668:,3502930,668
669:,3509295,669
670:,3509375,670
671:,3516943,671
672:,3517422,672
673:,3521869,673
674:,3523202,674
675:,3530840,675
676:,3531020,676
677:,3533409,677
678:,3539761,678
679:,3540044,679
680:,3540133,680
681:,3542831,681
682:,3546918,682
683:,3551685,683
684:,3551824,684
685:,3551999,685
686:,3553063,686
687:,3567733,687
688:,3567867,688
689:,3568192,689
690:,3576887,690
691:,3577817,691
692:,3578006,692
693:,3610835,693
694:,3613242,694
695:,3614128,695
696:,3614295,696
697:,3621390,697
698:,3621600,698
699:,3621680,699
700:,3622040,700
701:,3626725,701
702:,3627048,702
703:,3627258,703
704:,3627453,704
705:,3627616,705
706:,3666297,706
707:,3666965,707
708:,3669242,708
709:,3741624,709
710:,3741988,710
711:,3742246,711
712:,3757006,712
713:,3757905,713
714:,3758036,714
715:,3758113,715
716:,3758617,716
717:,3758720,717
718:,3760672,718
719:,3762420,719
720:,3763235,720
721:,3789954,721
722:,3790298,722
723:,3796254,723
724:,3810293,724
725:,3811517,725
726:,3816650,726
727:,3816819,727
728:,3816953,728
729:,3817136,729
730:,3817351,730
731:,3821820,731
732:,3823815,732
733:,3826379,733
734:,3829066,734
735:,3835782,735
736:,3835980,736
737:,3836296,737
738:,3836404,738
739:,3836995,739
740:,3837934,740
741:,3838061,741
742:,3838481,742
743:,3838697,743
744:,3839157,744
745:,3839264,745
746:,3839378,746
747:,3863506,747
748:,3863611,748
749:,3867249,749
750:,3870555,750
751:,3872627,751
752:,3882188,752
753:,3890858,753
754:,3891018,754
755:,3893055,755
756:,3894064,756
757:,3894152,757
758:,3894277,758
759:,3998640,759
760:,4015497,760
761:,4024810,761
762:,4026874,762
763:,4029210,763
764:,4041128,764
765:,4041783,765
766:,4042001,766
767:,4042407,767
768:,4042722,768
769:,4043382,769
770:,4043494,770
771:,4043663,771
772:,4044052,772
773:,4044122,773
774:,4044655,774
775:,4047131,775
776:,4047610,776
777:,4048967,777
778:,4049580,778
779:,4049707,779
780:,4050135,780
781:,4050533,781
782:,4051275,782
783:,4051371,783
784:,4052575,784
785:,4052800,785
786:,4053188,786
787:,4053697,787
788:,4053780,788
789:,4112308,789
790:,4143846,790
791:,4144212,791
792:,4144601,792
793:,4144722,793
794:,4144930,794
795:,4145740,795
796:,4145952,796
797:,4146402,797
798:,4146723,798
799:,4228002,799
800:,4229107,800
801:,4229262,801
802:,4229421,802
803:,4229522,803
804:,4229886,804
805:,4230496,805
806:,4230793,806
807:,4231790,807
808:,4234852,808
809:,4238566,809
810:,4242455,810
811:,4242561,811
812:,4254110,812
813:,4254233,813
814:,4254376,814
815:,4254806,815
816:,4255046,816
817:,4255148,817
818:,4259999,818
819:,4274384,819
820:,4290171,820
821:,4290217,821
822:,4290337,822
823:,4294150,823
824:,4294428,824
825:,4295367,825
826:,4301240,826
827:,4301413,827
828:,4301581,828
829:,4301799,829
830:,4310892,830
831:,4311026,831
832:,4330590,832
833:,4334085,833
834:,4342464,834
835:,4342837,835
836:,4343475,836
837:,4344267,837
838:,4345512,838
839:,4346111,839
840:,4347029,840
841:,4350586,841
842:,4350737,842
843:,4351317,843
844:,4362719,844
845:,4362900,845
846:,4363137,846
847:,4366736,847
848:,4366982,848
849:,4367352,849
850:,4368880,850
851:,4370976,851
852:,4396077,852
853:,4396647,853
854:,4397113,854
855:,4397271,855
856:,4397729,856
857:,4398115,857
858:,4399603,858
859:,4400156,859
860:,4411233,860
861:,4411363,861
862:,4411937,862
863:,4431289,863
864:,4431585,864
865:,4431799,865
866:,4432055,866
867:,4432881,867
868:,4433017,868
869:,4433654,869
870:,4433768,870
871:,4433906,871
872:,4435327,872
873:,4467019,873
874:,4468251,874
875:,4468354,875
876:,4468551,876
877:,4468738,877
878:,4469178,878
879:,4469271,879
880:,4469730,880
881:,4471402,881
882:,4472535,882
883:,4472618,883
884:,4477155,884
885:,4477251,885
886:,4477714,886
887:,4586321,887
888:,4586563,888
889:,4586673,889
890:,4589588,890
891:,4589947,891
892:,4590235,892
893:,4590878,893
894:,4591659,894
895:,4596504,895
896:,4598972,896
897:,4629566,897
898:,4641923,898
899:,4643150,899
900:,4643340,900
901:,4654518,901
902:,4655110,902
903:,4655711,903
904:,4655820,904
905:,4656019,905
906:,4656166,906
907:,4657023,907
908:,4661924,908
909:,4672963,909
910:,4673302,910
911:,4673439,911
912:,4673979,912
913:,4674302,913
914:,4674471,914
915:,4674594,915
916:,4674638,916
917:,4675081,917
918:,4675194,918
919:,4682769,919
920:,4693604,920
921:,4693718,921
922:,4694504,922
923:,4694708,923
924:,4694822,924
925:,4694916,925
926:,4695646,926
927:,4695756,927
928:,4695974,928
929:,4696318,929
930:,4697227,930
931:,4697866,931
932:,4699676,932
933:,4699830,933
934:,4700094,934
935:,4701461,935
936:,4702188,936
937:,4702358,937
938:,4726050,938
939:,4726231,939
940:,4726393,940
941:,4744858,941
942:,4745020,942
943:,4748275,943
944:,4750029,944
945:,4750119,945
946:,4750233,946
947:,4750375,947
948:,4751402,948
949:,4751539,949
950:,4753216,950
951:,4753308,951
952:,4753641,952
953:,4756052,953
954:,4763053,954
955:,4771143,955
956:,4771408,956
957:,4774446,957
958:,4775062,958
959:,4775327,959
960:,4775522,960
961:,4776595,961
962:,4778966,962
963:,4800251,963
964:,4837562,964
965:,4840439,965
966:,4840764,966
967:,4840961,967
968:,4841828,968
969:,4841936,969
970:,4842069,970
971:,4842273,971
972:,4845411,972
973:,4845640,973
974:,4845866,974
975:,4846493,975
976:,4846624,976
977:,4846791,977
978:,4848868,978
979:,4851124,979
980:,4851253,980
981:,4852481,981
982:,4852796,982
983:,4854360,983
984:,4854858,984
985:,4856572,985
986:,4946572,986
987:,4950211,987
988:,4950307,988
989:,4952147,989
990:,4970446,990
991:,4973405,991
992:,4973765,992
993:,4979976,993
994:,4983314,994
995:,4996568,995
996:,4996673,996
997:,5008532,997
998:,5008835,998
999:,5009282,999
1000:,5010439,1000
1001:,5011200,1001
1002:,5017405,1002
1003:,5017558,1003
1004:,5017618,1004
1005:,5018928,1005
1006:,5019465,1006
1007:,5020391,1007
1008:,5020498,1008
1009:,5021469,1009
1010:,5021597,1010
1011:,5021740,1011
1012:,5029768,1012
1013:,5037266,1013
1014:,5037521,1014
1015:,5037780,1015
1016:,5038651,1016
1017:,5038755,1017
1018:,5040255,1018
1019:,5040639,1019
1020:,5040778,1020
1021:,5061541,1021
1022:,5064981,1022
1023:,5068850,1023
1024:,5069276,1024
1025:,5070138,1025
1026:,5070455,1026
1027:,5078144,1027
1028:,5098105,1028
1029:,5098211,1029
1030:,5099045,1030
1031:,5099216,1031
1032:,5100667,1032
1033:,5104450,1033
1034:,5105467,1034
1035:,5105584,1035
1036:,5123281,1036
1037:,5123492,1037
1038:,5124547,1038
1039:,5124853,1039
1040:,5126475,1040
1041:,5126727,1041
1042:,5127749,1042
1043:,5128472,1043
1044:,5133320,1044
1045:,5136318,1045
1046:,5138901,1046
1047:,5179646,1047
1048:,5182264,1048
1049:,5183069,1049
1050:,5183629,1050
1051:,5197779,1051
1052:,5199210,1052
1053:,5199348,1053
1054:,5199429,1054
1055:,5199546,1055
1056:,5201364,1056
1057:,5201619,1057
1058:,5201798,1058
1059:,5207238,1059
1060:,5207420,1060
1061:,5215556,1061
1062:,5216560,1062
1063:,5217202,1063
1064:,5217621,1064
1065:,5217717,1065
1066:,5218053,1066
1067:,5252995,1067
1068:,5254360,1068
1069:,5260643,1069
1070:,5261480,1070
1071:,5261822,1071
1072:,5262071,1072
1073:,5262461,1073
1074:,5321980,1074
1075:,5324309,1075
1076:,5330139,1076
1077:,5330615,1077
1078:,5331230,1078
1079:,5331562,1079
1080:,5331876,1080
1081:,5335821,1081
1082:,5335999,1082
1083:,5336161,1083
1084:,5336511,1084
1085:,5338213,1085
1086:,5338697,1086
1087:,5340252,1087
1088:,5342419,1088
1089:,5342665,1089
1090:,5344749,1090
1091:,5344863,1091
1092:,5344957,1092
1093:,5349392,1093
1094:,5349503,1094
1095:,5357344,1095
1096:,5357542,1096
1097:,5369390,1097
1098:,5369800,1098
1099:,5375746,1099
1100:,5376211,1100
1101:,5382296,1101
1102:,5382787,1102
1103:,5456125,1103
1104:,5459748,1104
1105:,5468411,1105
1106:,5470208,1106
1107:,5470324,1107
1108:,5470447,1108
1109:,5470874,1109
1110:,5471033,1110
1111:,5569734,1111
1112:,5571776,1112
1113:,5571944,1113
1114:,5572316,1114
1115:,5573584,1115
1116:,5574061,1116
1117:,5577707,1117
1118:,5577916,1118
1119:,5579149,1119
1120:,5579367,1120
1121:,5582907,1121
1122:,5584193,1122
1123:,5584370,1123
1124:,5592288,1124
1125:,5592619,1125
1126:,5592695,1126
1127:,5596222,1127
1128:,5596463,1128
1129:,5597344,1129
1130:,5602322,1130
1131:,5605721,1131
1132:,5605868,1132
1133:,5608876,1133
1134:,5609066,1134
1135:,5614080,1135
1136:,5614275,1136
1137:,5614579,1137
1138:,5615171,1138
1139:,5635930,1139
1140:,5637229,1140
1141:,5641491,1141
1142:,5641693,1142
1143:,5645545,1143
1144:,5646181,1144
1145:,5726027,1145
1146:,5866182,1146
1147:,5866598,1147
1148:,5866739,1148
1149:,5886141,1149
1150:,5886409,1150
1151:,5886722,1151
1152:,5892479,1152
1153:,5892576,1153
1154:,5892703,1154
1155:,5892903,1155
1156:,5894692,1156
1157:,5895063,1157
1158:,5896270,1158
1159:,5897981,1159
1160:,5898068,1160
1161:,5901803,1161
1162:,5901924,1162
1163:,5902209,1163
1164:,5911871,1164
1165:,5912770,1165
1166:,5913632,1166
1167:,5913716,1167
1168:,5914992,1168
1169:,5915376,1169
1170:,5915491,1170
1171:,5916517,1171
1172:,5917138,1172
1173:,5919709,1173
1174:,5923577,1174
1175:,5959115,1175
1176:,5971799,1176
1177:,5979476,1177
1178:,5979599,1178
1179:,5979722,1179
1180:,5981636,1180
1181:,6090408,1181
1182:,6090577,1182
1183:,6091196,1183
1184:,6091352,1184
1185:,6091487,1185
1186:,6091618,1186
1187:,6092287,1187
1188:,6093182,1188
1189:,6093316,1189
1190:,6093489,1190
1191:,6093682,1191
1192:,6095432,1192
1193:,6095589,1193
1194:,6098513,1194
1195:,6098847,1195
1196:,6099853,1196
1197:,6099962,1197
1198:,6100121,1198
1199:,6100182,1199
1200:,6100307,1200
1201:,6106499,1201
1202:,6109488,1202
1203:,6188367,1203
1204:,6189713,1204
1205:,6189835,1205
1206:,6189935,1206
1207:,6190305,1207
1208:,6190696,1208
1209:,6193323,1209
1210:,6193639,1210
1211:,6195666,1211
1212:,6196072,1212
1213:,6196269,1213
1214:,6197553,1214
1215:,6197780,1215
1216:,6198279,1216
1217:,6201761,1217
1218:,6202193,1218
1219:,6204574,1219
1220:,6204787,1220
1221:,6339029,1221
1222:,6343117,1222
1223:,6345074,1223
1224:,6345516,1224
1225:,6352806,1225
1226:,6353303,1226
1227:,6356734,1227
1228:,6356868,1228
1229:,6357208,1229
1230:,6358524,1230
1231:,6359132,1231
1232:,6360268,1232
1233:,6360433,1233
1234:,6361005,1234
1235:,6364296,1235
1236:,6364418,1236
1237:,6366982,1237
1238:,6367756,1238
1239:,6369689,1239
1240:,6369832,1240
1241:,6370502,1241
1242:,6370798,1242
1243:,6370982,1243
1244:,6372390,1244
1245:,6372975,1245
1246:,6378338,1246
1247:,6378564,1247
1248:,6378640,1248
1249:,6379334,1249
1250:,6380462,1250
1251:,6386520,1251
1252:,6386919,1252
1253:,6389289,1253
1254:,6389470,1254
1255:,6390675,1255
